"Product Name";"Brand Name";"Price";"Rating";"Reviews";"Review Votes"
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;5;"Best Phone I've owned so far, it is just amazing. i Love it. it is just as described. The sound quality is amazing, the Speed, the Camera, the gaming capabilities, watching videos on this device gives you the best experience, everything about this phone is awesome.For only $250.00 this is the best phone there is.";1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;5;"Flagship features at budget price";0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;2;"After less than 2 month of use, i'm having dead spots right in the middle of the screen.";0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;5;"Using at&t go phone sim...operates 6.01 marshmellow ...more than enough phone. I', in the boonies and gets reception.";1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;5;"Great phone for price. Alcatel surprised me";1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)";"Alcatel";129.0;5;"So far, a great phone. I did a lot of research when deciding on a new phone in this price range. I listen to a lot of music on the run and the tipping point in favor of the Idol 3, for me, was the front facing stereo speakers.I've had the phone for a few days now, and I'm very impressed with it. The user interface is pretty much stock Lollipop, which I really appreciate. There is very little bloatware/shovelware taking up memory and what there is can be easily removed. The camera is average and takes decent pictures under the right conditions. Bluetooth paired up with all my devices, even the more finicky devices that have given me fits in the past. Call quality is really good and the voices are clear on both ends. Sigl reception has been the same as my old phone and I have had no issues connecting to the network. WIFI connections are as expected and I have had no issues.I dropped in a 128Gb micro SD card and it is working as expected. I haven't had a chance to test out the NFC connection, but It's nice to have this capability.The real shocker is the sound quality. The front facing stereo speakers are really impressive. They are loud and you can crank it up with no distortion. Everyone I've demo'ed this for has had the same reaction, 'Whoa, that is impressive'. Are you going to replace your home sound system? Of course not, But you get some pretty big sound from some pretty small speakers. The other surprise was from the included ear buds. I wasn't expecting much, but they sound pretty good for being included in the box. They have flat, no tangle cables and include different size ear pieces. They are a little flat sounding in the mid range, but not objectiobly so. They won't replace my more expensive ear buds, but if these were the only ones I had, I'm not sure I would be that quick to replace them. I definitely won't be throwing these out.All in all I am very happy with this phone. It has great features and the sounds is incredible. On top of all that it functions well as a phone. In my opinion, this is a good value for the money.";1
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)";"Alcatel";79.95;5;"great basic phone for whatsapp instagram messenger twitter facebook etr";0
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)";"Alcatel";79.95;5;"Good cell phone, is like the description, is unlocked for Digitel and Movistar in Venezuela";1
"ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked)";"TCL Mobile";33.0;5;"Serves its purpose really, simple cheap touchscreen";0
"Alcatel Sparq II 2 OT-875 Black Unlocked GSM 3G QWERTY";"Alcatel";33.0;2;"This was an improvement upon the old one. I still have issue with this one too. My first one had a white screen, and after buying a new one (this one) i found out it cant hold a charge. So if i need to charge it i have to use my old one to charge the battery then swap them out. Maybe its just bad luck but honestly i would recommend buying a different brand or model.";0
"Amazon Fire 32GB AT&T Smart Phone / No Contract Ready To Activate On Your AT&T Service";"Amazon";84.86;4;"Great phone. Super screen. Only negative is that it connects to Amazon store and my account so purchases are not controlled if you give it to your kid.";0
"Android Star N7100 Unlocked 1.4 Ghz Dual Core 3g Smartphone with Wi-fi, Gps, Bluetooth, IPS Touch (White)";"star";81.5;5;"I love my phone it work good and I also get it before the delivery time thanks guys nice job";0
"Android Star N7100 Unlocked 1.4 Ghz Dual Core 3g Smartphone with Wi-fi, Gps, Bluetooth, IPS Touch (White)";"star";81.5;2;"This phone is the perfect size but the camera is terrible. It doesn't receive MMS messages, I have tried everything ! I wouldn't recommend this phone.";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;5;"Awesome discription, condition and seller! VERY PLEASED, THANK YOU!";1
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;5;"Thanks! Bought for a friend. She loves it.";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;5;"The phone was like new, and works perfect, thank YOU!!!!";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;5;"I'm extremely happy with my purchase. It was a present for my son. The price was great. The pictures weren't entirely accurate. My experience is that the phone that arrived was in much better condition than the one in the pic. I called and asked them to ship it earlier, which they did.";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;1;"It is an unlocked phone and I can take it to any carrier. However, BEWARE. It's a dud phone. So sensitive, it goes into Mute, Speaker or FaceTime when I am on all calls. When business Conference calls mute me as I am communicating, disconnects as I am receiving important information, I am losing valuable time (read money) getting back on track of a conversation with my refurbished iPhone. *Sigh Then 3 weeks after that, my cell phone does not ring for calls nor dings for msgs. It will vibrate though. I checked all the settings and notifications. Truly a DUD.";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green";"Apple";33.0;1;"DO NOT BUY. When i purchased this phone it was sold to me as a NEW phone, not refurbished. It is clear now that the phone WAS refurbished and the battery only lasted a few month.";0
"Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - White";"Apple";139.95;3;"I have a strange problem with this phone. When it's plugged into the wall, some on screen buttons stop working.";0
"Apple 64GB iPhone 4S White (Factory Unlocked)";;234.98;5;"Brand new, inside box, with wrapper. It was unlocked, just like it said nothing wrong with it, i am so happy with my phone :)";0
"Apple 64GB iPhone 4S White (Factory Unlocked)";;234.98;4;"It does as described. Enjoy the iPhone so far... Little disappoint with the battery...it still last me for a whole day. Overall, great product for a good price.";0
"Apple A1533 Unlocked iPhone 5S Smart Phone, 16 GB (White)";"Apple";115.0;1;"dont buy this product ... its a fake one.. its not an apple product";2
"Apple A1533 Unlocked iPhone 5S Smart Phone, 16 GB (White)";"Apple";115.0;5;"Exactly as described";0
"Apple A1533 Unlocked iPhone 5S Smart Phone, 16 GB (White)";"Apple";115.0;5;"love it";0
"Apple A1533 Unlocked iPhone 5S Smart Phone, 16 GB (White)";"Apple";115.0;5;"Didn't work out, but got a quick refund upon return.";0
"Apple a1549 iPhone 6 64GB T-Mobile (silver)";;309.99;4;"Good";0
"Apple a1549 iPhone 6 64GB T-Mobile (silver)";;309.99;1;"I got a partially unlocked phone and my sim isn't recognized in India!! So frustrated. Blacklisted.";3
"Apple iPad Mini 3 MGNR2LL/A NEWEST VERSION (16GB, Wi-Fi, Space Gray) (Certified Refurbished)";;259.98;5;"I gave this to my sister as a Christmas present and she loved it";0
"Apple iPad Mini 3 MGNR2LL/A NEWEST VERSION (16GB, Wi-Fi, Space Gray) (Certified Refurbished)";;259.98;5;"Perfect";0
"Apple iPad Mini 3 MGNR2LL/A NEWEST VERSION (16GB, Wi-Fi, Space Gray) (Certified Refurbished)";;259.98;5;"I liked my brand new iPad Mini 2, but I love my new-to-me Mini 3. It's faster and more versatile, and came with more software pre-installed. Has nifty features like fingerprint login and panoramic photo capability as well as more than twice the storage. Whoever 'boosted' the old one in Singapore did me a favor; it's very well replaced by the new Mini.This is a great size for a travel computer. I hate typing on a phone-sized keypad and find this an easier size to use as a camera, too.";0
"Apple iPad Mini 3 MGYE2LL/A NEWEST VERSION (16GB, Wi-Fi, Gold) (Certified Refurbished)";;259.99;5;"I am enjoying my refurbished iPad mini. I use it everyday. I have no issues. Don't hesitate to buy refurbished.";1
"Apple iPhone 3G 8GB (Black) - AT&T";"Apple";24.6;5;"It did not came with the box it came with the phone phew thanks its perfect for my collection";0
"Apple iPhone 3G Black, 16GB";;34.52;5;"My son loves it, I cant even touch it. LOL";0
"Apple iPhone 3G Black, 16GB";;34.52;1;"I ordered a 'Brand New' phone form this company and got a defective phone. I took it to a electronic store to find out that the 'brand new' phone had already been tampered with. I then sent the phone back to the seller at my own cost of course, and sent back possibly the same phone. I then had to pay the cost of shipping the phone to my country(Bahamas. Filly i used the phone only to find out that the microphone is defective. This phone was a gift for my mother so you can only imagine her distress hearing me run after this company for a simple brand new iphone 3g. The company told me that there is nothing they can do but i believe that there is nothing that they're willing to do that would cost them money!";6
"Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A";"Apple";30.99;5;"The product was exactly what I expected. Very Pleased. The phone came with all the origil packaging and 'how to' manual";0
"Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A";"Apple";30.99;1;"I ordered the 16GB model, but was sent the 8GB model instead. I contacted them via amazon, but haven't heard back from them since.If I wanted the 8GB model, I would have saved a lot of money and ordered it origilly.";0
"Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A";"Apple";30.99;1;"Unusable";0
"Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A";"Apple";30.99;1;"Totally Bummed....Was a Christmas present for my son and the letter 'E' doesn't work. It now sits in the drawer..Useless!";
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;2;"What I said in the beggining: It's brand new as described! I am now getting my unlock code from AT&T. Thank you guys for the lowest price iphone! I would highly recommend this seller and the product to my friends!After 3 months: The iphone still works, but it started to freeze randomly. Sometimes it shutsdown eventhough the battery is at 80 to 100%. It doesn't turn on, no matter what you do. Then somehow, it randomly turns on after 30 to 40 mins. Since I am a technician, I would say it is the case of refurbrished items. It is not the 'brand new' item as listed. At my best guess, I would say these are the refurbrished items that are left over from carriers such as AT&T and verizon and later sold to third party sellers. CHEAP BUSINESS! I HIGHLY RECOMMEND NOT TO BUY THIS ITEM!!!";1
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;1;"Very bad";0
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;5;"fast shipping and exactly what was stated in the description";0
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;5;"Love apple iphones, I've had 3. bought this one as a gift to bring my parents into the technology era.";0
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;5;"I bought this phone used through the Amazon Warehouse Deals. I wasn't expecting much, but I figured that if anything was wrong, I could simply return it.The box arrived in a few days, and I'm not exaggerating when I say that this phone was just like new. It came in its origil packaging, with all of the accessories and manuals, and there were no visible scratches. The only thing that let me know that the phone was used was that the port where the charger goes and the speakers had gotten a little dusty. So, in short, the phone arrived in like-new condition.As for the phone itself, it's worked fine for me so far. I've been using it for about two weeks now, and I haven't encountered any problems. The only complaints I have are about AT&T and their service, not the phone itself. It bears repeating that if you get this phone, it's not unlocked and you're stuck with AT&T. If you can make peace with that, and one is on offer from Warehouse Deals, I highly recommend getting this phone!";2
"Apple iPhone 3GS 16GB (White) - AT&T";"Apple";53.0;4;"I used it for a long time until my friend sold me his iPhone 4. Now my sister is using my old 3GS. She absolutely loves it. It came in perfect condition and was fast! I still wouldn't trade the 4 for the 3G but I loved the 3G non-the-less.";
"Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken";"Apple";33.0;5;"The phone works fine and as soon as I inserted the SIM card. Also, I appreciate your thank you card.";0
"Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken";"Apple";33.0;5;"Nice very in time";0
"Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken";"Apple";33.0;5;"Great phone. If you get a 3 make sure it's a 3gs. Nice rugged feel.";
"Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken";"Apple";33.0;5;"Great product works great";0
"Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black";"Apple";39.0;2;"Once the phone came I was excited and thought I had a real good deal that was until the phone died, I tried to recharge the phone for hours on hours with no luck. I contact the seller and returned the item now this is were thing got shady. I was told my the seller that my refund would be back on my card 3 to 4 hours, I contacted the sell in 5 hours and was told it take 3 to 4 days, after the days when by No Refund, I tired one more time with the sell who told me that he put the money back on my card that day.... Never Happen!!! It took me one month to get my money back. BE CAREFUL";0
"Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black";"Apple";39.0;3;"I never used the phone. I ordered it and did not realize that I needed a SIM card adapter to make it work with my sim card. I ordered an adapter, but by the time I got it, my regular phone came back from repair. I charged it and it powered on, and it accesses all the apps already on the phone. I did not put my sim card in or use any of the apps (other that to that it accessed them). It looks to be in good shape with just a few superficial scratches.";0
"Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black";"Apple";39.0;5;"Love it love it !!! It is exactly what was advertised that I receive at the allotted time I was promised... Took it to AT&T store the transferred all my info except my music to my brand new iPhone 3GS I told all my friends to go to amazon for all their needs*******";0
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;5;"Was a little nervous about buying a phone that wasnt new but it works fine and my daughter loves it. It was easy to change over into her number. Would do it again instead of buying new...";0
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;3;"The camera on this phone was foggy from the first day we received it. Could never take pictures with it. Replaced it after a few months with something better";1
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;3;"Did not meet expectations. The phone was supposed to be in better condition. It had quite a bit of wear and tear. Not worth the price.";0
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;5;"I am very pleased with my purchase of the Iphone. It works great, exactly like stated a working iPhone, in brand new condition. Highly recommend .";5
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;3;"It was a great price. However, it does not have a slot for a sim card on the side. Aside from that, it is good.";0
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!";;;5;"Thank you so much for the iPhone 4! It's in great condition and I would definitely recommend your company to my family and friends!!!";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;2;"It's not bad for the price, but there is lots of glitches in it! Another thing, it says it comes with a charger and it didn't! The only thing good about it is that it came quick!!";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;1;"I need you to do the reverse in a gift card not refund my card because those dollars are the only ones I had and made me lose that money because in my country we do not handle that currency and it becomes very difficult to acquire and I think a irresponsibility on your part shall carry out, then q let her buy it so long to inform you could not sell the product then q I would like my money come back in a gift car so we can make a new purchase on this page thank you very much and expect an answer as this seems to me a grave lack of respect for my";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;4;"Love it works great";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;4;"It is very nice, only issue is it cannot be unlocked due to it is non-full price of purchase. I was told before, if I bought at&t, i can use t-mobile prepaid card. but because of the price, i cannot. Otherwise, this is very helpful cell phone. can you tell me how to recharge the money for each month? which phone number to call for at&t prepaid card? thanks";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;4;"It's OK. THe surface is very new. The speed and the baterry is Ok. I could not get its charge";0
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;5;"The iPhone was like other experiences with iPhone orders I have had with Amazon. Everything was perfect! The phone arrived exactly on time and was in mint condition just as the seller described.";19
"Apple iPhone 4 16GB (Black) - AT&T";"Apple";208.79;3;"I received the phone sooner than i expected, no scratches, decent screen, so that was a plus. Unfortutely the phone itself was kind of dirty doesn't work at top notch status. The home button is malfunctioning, i have to press it extremely hard for it to function correctly (hopefully it won't become a problem). The phone works slowly. . The charger is bent but works so no problem there. Shouldn't be described as 'Like new' because it wasn't 'like new'.";0
"Apple iPhone 4 16GB GSM Unlocked 1GHz Cortex-A8 SmartPhone w/ 5MP Camera - Black";"Apple";79.99;5;"Nice";2
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;4;"So far I enjoy this device does everything I needed it to do. I would definitely keep shopping with amazon";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;5;"It was really like new!!! I baught it for my Brother-in-law, he is very happy with the phone. Very Good Deal.";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;5;"I am glad that I purchased this product. This product has served me well so far.I recommend it to everyone.";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;5;"Love it. It works like a charm. This product is highly recommended for anybody that is interested in it. Will buy again.";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;5;"i love it its great and the pics are great its just want i wanted a great i phone 4 thank u it cane on time that's what i love about the seller was great and on time and i would order from this company again. thank u again";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;5;"I LOVE MY IPHONE IT WORKS GREATE AND I'M GETTING A NOTHER ONE IN 30 DAYS, FOR MY FRIEND KIM";0
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;3;"The phone is reliable it works a lilttle slow and the home button has to be pressed hard but after that it is a good product";1
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;4;"i purchased this iphone from the amazon warehouse and when i opened it, it looked brand new the only thing to complain about is the home button but that is not even a big deal. It also did take very long to ship and UPS is truly the most crappiest delivery company i've ever had to deal with. But other than that i am very happy with this purchase.";2
"Apple iPhone 4 32GB (Black) - AT&T";"Apple";99.99;1;"Was defective. The keyboard started messing up. I could hold my finger just over the keyboard but not touch it and keys would press on their own.";0
